########## REPORT GEN: 2 ##########
SPECIES: 
Toca           		Mean: 323.97 		Best: 941.16 		N:3
Ulrich         		Mean: 232.52 		Best: 948.91 		N:4
Mclean         		Mean: 152.62 		Best: 948.91 		N:6
Carlton        		Mean: 309.98 		Best: 941.16 		N:3
Robinson       		Mean: 310.55 		Best: 941.16 		N:3
Smith          		Mean: 306.21 		Best: 923.72 		N:3
Taylor         		Mean: 181.61 		Best: 919.75 		N:5
Lockridge      		Mean: 184.18 		Best: 919.59 		N:5
Patrick        		Mean: 455.29 		Best: 919.39 		N:2
Allen          		Mean: 305.07 		Best: 919.39 		N:3
Birt           		Mean: 227.35 		Best: 914.58 		N:4
Ator           		Mean: 181.37 		Best: 901.52 		N:5
Priddy         		Mean: 181.73 		Best: 901.52 		N:5
Hazzard        		Mean: 226.12 		Best: 901.52 		N:4
Henley         		Mean: 181.2 		Best: 901.52 		N:5
Mercado        		Mean: 225.42 		Best: 901.52 		N:4
Green          		Mean: 450.76 		Best: 901.52 		N:2

########## REPORT GEN: 69 ##########
SPECIES: 
Ulrich         		Mean: 316.3 		Best: 948.91 		N:3
Mclean         		Mean: 182.91 		Best: 948.91 		N:5
Carlton        		Mean: 155.71 		Best: 941.16 		N:6
Robinson       		Mean: 155.25 		Best: 941.16 		N:6
Smith          		Mean: 152.5 		Best: 923.72 		N:6
Lockridge      		Mean: 230.22 		Best: 919.86 		N:4
Taylor         		Mean: 227.36 		Best: 919.75 		N:4
Patrick        		Mean: 182.64 		Best: 919.46 		N:5
Allen          		Mean: 183.37 		Best: 919.39 		N:5
Birt           		Mean: 129.69 		Best: 914.58 		N:7
Priddy         		Mean: 302.62 		Best: 901.52 		N:3
Green          		Mean: 151.15 		Best: 901.52 		N:6
Ator           		Mean: 180.83 		Best: 901.52 		N:5
Hazzard        		Mean: 301.14 		Best: 901.52 		N:3
Henley         		Mean: 301.71 		Best: 901.52 		N:3
Mercado        		Mean: 226.08 		Best: 901.52 		N:4

########## REPORT GEN: 70 ##########
SPECIES: 
Ulrich         		Mean: 186.93 		Best: 948.91 		N:5
Mclean         		Mean: 133.25 		Best: 948.91 		N:7
Carlton        		Mean: 233.65 		Best: 941.16 		N:4
Robinson       		Mean: 230.59 		Best: 941.16 		N:4
Smith          		Mean: 229.27 		Best: 923.72 		N:4
Lockridge      		Mean: 153.28 		Best: 919.86 		N:6
Taylor         		Mean: 151.18 		Best: 919.75 		N:6
Patrick        		Mean: 182.76 		Best: 919.46 		N:5
Allen          		Mean: 182.75 		Best: 919.39 		N:5
Mercado        		Mean: 227.13 		Best: 914.58 		N:4
Ator           		Mean: 113.33 		Best: 901.52 		N:8
Hazzard        		Mean: 181.42 		Best: 901.52 		N:5
Birt           		Mean: 181.11 		Best: 901.52 		N:5
Priddy         		Mean: 301.39 		Best: 901.52 		N:3
Green          		Mean: 180.81 		Best: 901.52 		N:5
Henley         		Mean: 150.9 		Best: 901.52 		N:6

########## REPORT GEN: 71 ##########
SPECIES: 
Ulrich         		Mean: 233.94 		Best: 948.91 		N:4
Mclean         		Mean: 156.57 		Best: 948.91 		N:6
Carlton        		Mean: 132.78 		Best: 941.16 		N:7
Robinson       		Mean: 131.23 		Best: 941.16 		N:7
Lockridge      		Mean: 153.76 		Best: 923.72 		N:6
Taylor         		Mean: 181.59 		Best: 919.75 		N:5
Patrick        		Mean: 180.78 		Best: 919.46 		N:5
Allen          		Mean: 130.34 		Best: 919.72 		N:7
Mercado        		Mean: 129.62 		Best: 914.58 		N:7
Smith          		Mean: 151.82 		Best: 909.94 		N:6
Ator           		Mean: 181.66 		Best: 901.52 		N:5
Hazzard        		Mean: 225.99 		Best: 901.52 		N:4
Priddy         		Mean: 129.12 		Best: 901.52 		N:7
Green          		Mean: 180.68 		Best: 901.52 		N:5
Henley         		Mean: 113.19 		Best: 901.52 		N:8

########## REPORT GEN: 72 ##########
SPECIES: 
Ulrich         		Mean: 132.88 		Best: 948.91 		N:7
Mclean         		Mean: 234.91 		Best: 948.91 		N:4
Carlton        		Mean: 233.51 		Best: 941.16 		N:4
Robinson       		Mean: 311.25 		Best: 941.16 		N:3
Lockridge      		Mean: 230.54 		Best: 923.72 		N:4
Taylor         		Mean: 181.66 		Best: 919.75 		N:5
Mercado        		Mean: 181.6 		Best: 914.58 		N:5
Allen          		Mean: 229.04 		Best: 919.39 		N:4
Smith          		Mean: 227.77 		Best: 911.17 		N:4
Priddy         		Mean: 181.27 		Best: 901.52 		N:5
Ator           		Mean: 129.12 		Best: 901.52 		N:7
Hazzard        		Mean: 301.47 		Best: 901.52 		N:3
Birt           		Mean: 301.6 		Best: 901.52 		N:3
Green          		Mean: 225.93 		Best: 901.52 		N:4
Patrick        		Mean: 224.66 		Best: 898.87 		N:4

########## REPORT GEN: 73 ##########
SPECIES: 
Ulrich         		Mean: 232.19 		Best: 948.91 		N:4
Mclean         		Mean: 187.04 		Best: 948.91 		N:5
Carlton        		Mean: 186.4 		Best: 941.16 		N:5
Robinson       		Mean: 307.42 		Best: 941.16 		N:3
Smith          		Mean: 229.36 		Best: 923.72 		N:4
Taylor         		Mean: 227.39 		Best: 919.75 		N:4
Allen          		Mean: 153.94 		Best: 919.52 		N:6
Patrick        		Mean: 128.92 		Best: 919.46 		N:7
Henley         		Mean: 181.46 		Best: 914.58 		N:5
Lockridge      		Mean: 153.28 		Best: 913.26 		N:6
Ator           		Mean: 226.83 		Best: 901.52 		N:4
Mercado        		Mean: 226.1 		Best: 901.52 		N:4
Priddy         		Mean: 301.32 		Best: 901.52 		N:3
Hazzard        		Mean: 225.84 		Best: 901.52 		N:4
Birt           		Mean: 301.49 		Best: 901.52 		N:3
Green          		Mean: 129.09 		Best: 901.52 		N:7

########## REPORT GEN: 74 ##########
SPECIES: 
Ulrich         		Mean: 133.39 		Best: 948.91 		N:7
Mclean         		Mean: 234.58 		Best: 948.91 		N:4
Carlton        		Mean: 187.24 		Best: 941.16 		N:5
Allen          		Mean: 230.65 		Best: 941.16 		N:4
Smith          		Mean: 183.45 		Best: 923.72 		N:5
Lockridge      		Mean: 184.22 		Best: 923.72 		N:5
Taylor         		Mean: 151.91 		Best: 919.75 		N:6
Patrick        		Mean: 184.11 		Best: 919.46 		N:5
Birt           		Mean: 129.62 		Best: 914.58 		N:7
Priddy         		Mean: 151.08 		Best: 901.52 		N:6
Henley         		Mean: 129.08 		Best: 901.52 		N:7
Ator           		Mean: 225.75 		Best: 901.52 		N:4
Mercado        		Mean: 300.81 		Best: 901.52 		N:3
Hazzard        		Mean: 129.11 		Best: 901.52 		N:7
Green          		Mean: 225.93 		Best: 901.52 		N:4
Robinson       		Mean: 224.88 		Best: 898.87 		N:4

########## REPORT GEN: 75 ##########
SPECIES: 
Ulrich         		Mean: 154.02 		Best: 948.91 		N:6
Mclean         		Mean: 188.18 		Best: 948.91 		N:5
Carlton        		Mean: 155.68 		Best: 941.16 		N:6
Patrick        		Mean: 102.36 		Best: 941.16 		N:9
Allen          		Mean: 307.42 		Best: 930.25 		N:3
Smith          		Mean: 184.81 		Best: 923.72 		N:5
Taylor         		Mean: 181.63 		Best: 919.75 		N:5
Robinson       		Mean: 113.61 		Best: 919.52 		N:8
Lockridge      		Mean: 130.37 		Best: 915.7 		N:7
Henley         		Mean: 129.39 		Best: 914.58 		N:7
Priddy         		Mean: 302.36 		Best: 901.52 		N:3
Birt           		Mean: 451.31 		Best: 901.52 		N:2
Ator           		Mean: 150.63 		Best: 901.52 		N:6
Mercado        		Mean: 180.74 		Best: 901.52 		N:5
Hazzard        		Mean: 180.81 		Best: 901.52 		N:5
Green          		Mean: 100.48 		Best: 901.52 		N:9

########## REPORT GEN: 76 ##########
SPECIES: 
Ulrich         		Mean: 184.59 		Best: 948.91 		N:5
Mclean         		Mean: 154.89 		Best: 948.91 		N:6
Carlton        		Mean: 186.37 		Best: 941.16 		N:5
Allen          		Mean: 153.11 		Best: 941.16 		N:6
Robinson       		Mean: 131.73 		Best: 936.72 		N:7
Taylor         		Mean: 152.55 		Best: 923.76 		N:6
Smith          		Mean: 306.46 		Best: 923.72 		N:3
Lockridge      		Mean: 130.39 		Best: 915.7 		N:7
Henley         		Mean: 181.41 		Best: 914.58 		N:5
Ator           		Mean: 129.37 		Best: 901.52 		N:7
Priddy         		Mean: 225.78 		Best: 901.52 		N:4
Birt           		Mean: 301.64 		Best: 901.52 		N:3
Mercado        		Mean: 180.48 		Best: 901.52 		N:5
Hazzard        		Mean: 301.31 		Best: 901.52 		N:3
Green          		Mean: 180.63 		Best: 901.52 		N:5

########## REPORT GEN: 77 ##########
SPECIES: 
Ulrich         		Mean: 230.78 		Best: 948.91 		N:4
Mclean         		Mean: 231.63 		Best: 948.91 		N:4
Carlton        		Mean: 233.5 		Best: 941.16 		N:4
Patrick        		Mean: 464.89 		Best: 941.16 		N:2
Allen          		Mean: 187.64 		Best: 941.16 		N:5
Robinson       		Mean: 308.74 		Best: 941.16 		N:3
Taylor         		Mean: 307.08 		Best: 923.76 		N:3
Smith          		Mean: 182.79 		Best: 915.7 		N:5
Henley         		Mean: 181.55 		Best: 914.58 		N:5
Lockridge      		Mean: 455.66 		Best: 911.12 		N:2
Green          		Mean: 451.22 		Best: 901.77 		N:2
Ator           		Mean: 181.27 		Best: 901.52 		N:5
Priddy         		Mean: 129.16 		Best: 901.52 		N:7
Birt           		Mean: 180.97 		Best: 901.52 		N:5
Mercado        		Mean: 225.63 		Best: 901.52 		N:4
Hazzard        		Mean: 226.0 		Best: 901.52 		N:4

########## REPORT GEN: 78 ##########
SPECIES: 
Ulrich         		Mean: 153.57 		Best: 948.91 		N:6
Mclean         		Mean: 229.15 		Best: 948.91 		N:4
Carlton        		Mean: 185.79 		Best: 941.16 		N:5
Patrick        		Mean: 184.57 		Best: 941.16 		N:5
Allen          		Mean: 310.13 		Best: 941.16 		N:3
Robinson       		Mean: 185.07 		Best: 941.16 		N:5
Taylor         		Mean: 153.45 		Best: 923.76 		N:6
Lockridge      		Mean: 229.82 		Best: 923.59 		N:4
Henley         		Mean: 129.47 		Best: 914.58 		N:7
Smith          		Mean: 182.25 		Best: 911.12 		N:5
Ator           		Mean: 301.11 		Best: 901.77 		N:3
Green          		Mean: 302.2 		Best: 901.77 		N:3
Hazzard        		Mean: 181.22 		Best: 901.52 		N:5
Priddy         		Mean: 180.9 		Best: 901.77 		N:5
Birt           		Mean: 226.04 		Best: 901.52 		N:4
Mercado        		Mean: 451.24 		Best: 901.52 		N:2

########## REPORT GEN: 79 ##########
SPECIES: 
Ulrich         		Mean: 153.57 		Best: 948.91 		N:6
Mclean         		Mean: 232.31 		Best: 948.91 		N:4
Carlton        		Mean: 230.15 		Best: 941.16 		N:4
Patrick        		Mean: 132.34 		Best: 941.16 		N:7
Robinson       		Mean: 153.9 		Best: 941.16 		N:6
Taylor         		Mean: 230.25 		Best: 923.76 		N:4
Allen          		Mean: 228.95 		Best: 923.59 		N:4
Lockridge      		Mean: 114.3 		Best: 921.84 		N:8
Green          		Mean: 182.59 		Best: 919.97 		N:5
Henley         		Mean: 227.07 		Best: 914.58 		N:4
Smith          		Mean: 455.49 		Best: 911.12 		N:2
Ator           		Mean: 151.09 		Best: 901.77 		N:6
Hazzard        		Mean: 113.06 		Best: 901.77 		N:8
Priddy         		Mean: 226.06 		Best: 901.52 		N:4
Birt           		Mean: 300.75 		Best: 901.52 		N:3
Mercado        		Mean: 150.87 		Best: 901.52 		N:6

########## REPORT GEN: 80 ##########
SPECIES: 
Ulrich         		Mean: 184.86 		Best: 948.91 		N:5
Mclean         		Mean: 115.01 		Best: 948.91 		N:8
Robinson       		Mean: 92.88 		Best: 948.91 		N:10
Carlton        		Mean: 154.11 		Best: 941.16 		N:6
Lockridge      		Mean: 229.86 		Best: 931.87 		N:4
Allen          		Mean: 460.32 		Best: 924.2 		N:2
Taylor         		Mean: 131.61 		Best: 923.76 		N:7
Birt           		Mean: 151.11 		Best: 914.58 		N:6
Patrick        		Mean: 301.14 		Best: 912.17 		N:3
Smith          		Mean: 227.85 		Best: 911.12 		N:4
Green          		Mean: 129.45 		Best: 901.52 		N:7
Priddy         		Mean: 226.58 		Best: 901.52 		N:4
Henley         		Mean: 180.46 		Best: 901.52 		N:5
Ator           		Mean: 451.65 		Best: 901.52 		N:2
Hazzard        		Mean: 180.89 		Best: 901.52 		N:5
Mercado        		Mean: 180.58 		Best: 901.52 		N:5

########## REPORT GEN: 81 ##########
SPECIES: 
Ulrich         		Mean: 114.73 		Best: 948.91 		N:8
Mclean         		Mean: 464.64 		Best: 948.91 		N:2
Carlton        		Mean: 228.84 		Best: 941.16 		N:4
Patrick        		Mean: 131.08 		Best: 941.16 		N:7
Smith          		Mean: 152.9 		Best: 931.87 		N:6
Taylor         		Mean: 307.55 		Best: 923.76 		N:3
Henley         		Mean: 181.46 		Best: 914.58 		N:5
Robinson       		Mean: 130.89 		Best: 912.17 		N:7
Lockridge      		Mean: 151.63 		Best: 912.63 		N:6
Green          		Mean: 129.46 		Best: 901.52 		N:7
Priddy         		Mean: 226.64 		Best: 901.52 		N:4
Ator           		Mean: 301.21 		Best: 901.52 		N:3
Hazzard        		Mean: 226.19 		Best: 901.52 		N:4
Mercado        		Mean: 100.31 		Best: 901.52 		N:9

########## REPORT GEN: 82 ##########
SPECIES: 
Ulrich         		Mean: 132.33 		Best: 948.91 		N:7
Carlton        		Mean: 113.86 		Best: 941.16 		N:8
Patrick        		Mean: 229.02 		Best: 941.16 		N:4
Lockridge      		Mean: 151.88 		Best: 931.87 		N:6
Taylor         		Mean: 153.43 		Best: 923.76 		N:6
Henley         		Mean: 113.33 		Best: 914.58 		N:8
Smith          		Mean: 151.93 		Best: 910.68 		N:6
Robinson       		Mean: 455.62 		Best: 910.43 		N:2
Mercado        		Mean: 452.37 		Best: 901.52 		N:2
Green          		Mean: 180.85 		Best: 901.52 		N:5
Priddy         		Mean: 112.78 		Best: 901.52 		N:8
Ator           		Mean: 150.96 		Best: 901.52 		N:6
Hazzard        		Mean: 180.64 		Best: 901.52 		N:5

########## REPORT GEN: 83 ##########
SPECIES: 
Ulrich         		Mean: 464.75 		Best: 948.91 		N:2
Mclean         		Mean: 312.45 		Best: 948.91 		N:3
Carlton        		Mean: 228.84 		Best: 941.16 		N:4
Patrick        		Mean: 307.26 		Best: 941.16 		N:3
Robinson       		Mean: 183.6 		Best: 931.87 		N:5
Taylor         		Mean: 230.3 		Best: 923.76 		N:4
Mercado        		Mean: 181.52 		Best: 914.58 		N:5
Smith          		Mean: 227.97 		Best: 911.15 		N:4
Henley         		Mean: 301.71 		Best: 901.52 		N:3
Green          		Mean: 225.59 		Best: 901.52 		N:4
Priddy         		Mean: 301.45 		Best: 901.52 		N:3
Ator           		Mean: 129.46 		Best: 901.52 		N:7
Hazzard        		Mean: 225.59 		Best: 901.52 		N:4
Lockridge      		Mean: 149.8 		Best: 898.56 		N:6

########## REPORT GEN: 84 ##########
SPECIES: 
Mclean         		Mean: 234.0 		Best: 948.91 		N:4
Carlton        		Mean: 153.05 		Best: 941.16 		N:6
Lockridge      		Mean: 130.27 		Best: 941.16 		N:7
Robinson       		Mean: 130.99 		Best: 931.87 		N:7
Ulrich         		Mean: 114.06 		Best: 929.13 		N:8
Taylor         		Mean: 153.49 		Best: 923.76 		N:6
Mercado        		Mean: 150.97 		Best: 914.58 		N:6
Smith          		Mean: 227.94 		Best: 910.59 		N:4
Patrick        		Mean: 299.99 		Best: 901.52 		N:3
Henley         		Mean: 180.94 		Best: 901.52 		N:5
Green          		Mean: 150.79 		Best: 901.52 		N:6
Priddy         		Mean: 226.8 		Best: 901.52 		N:4
Ator           		Mean: 226.04 		Best: 901.52 		N:4
Hazzard        		Mean: 129.28 		Best: 901.52 		N:7

########## REPORT GEN: 85 ##########
SPECIES: 
Ulrich         		Mean: 133.45 		Best: 948.91 		N:7
Carlton        		Mean: 152.06 		Best: 941.16 		N:6
Lockridge      		Mean: 182.66 		Best: 941.16 		N:5
Smith          		Mean: 152.92 		Best: 931.87 		N:6
Mclean         		Mean: 151.53 		Best: 929.13 		N:6
Taylor         		Mean: 153.46 		Best: 923.76 		N:6
Henley         		Mean: 113.36 		Best: 914.58 		N:8
Robinson       		Mean: 130.3 		Best: 911.12 		N:7
Patrick        		Mean: 149.92 		Best: 901.52 		N:6
Mercado        		Mean: 180.74 		Best: 901.52 		N:5
Green          		Mean: 225.63 		Best: 901.52 		N:4
Priddy         		Mean: 113.12 		Best: 901.52 		N:8
Ator           		Mean: 82.29 		Best: 901.52 		N:11
Hazzard        		Mean: 226.76 		Best: 901.52 		N:4

########## REPORT GEN: 86 ##########
SPECIES: 
Ulrich         		Mean: 229.08 		Best: 948.91 		N:4
Mclean         		Mean: 115.68 		Best: 948.91 		N:8
Patrick        		Mean: 153.94 		Best: 948.91 		N:6
Carlton        		Mean: 130.24 		Best: 941.16 		N:7
Smith          		Mean: 307.95 		Best: 936.0 		N:3
Robinson       		Mean: 91.6 		Best: 931.87 		N:10
Taylor         		Mean: 131.62 		Best: 923.76 		N:7
Mercado        		Mean: 150.99 		Best: 914.58 		N:6
Ator           		Mean: 150.86 		Best: 901.52 		N:6
Lockridge      		Mean: 100.04 		Best: 901.52 		N:9
Henley         		Mean: 129.05 		Best: 901.52 		N:7
Green          		Mean: 180.78 		Best: 901.52 		N:5
Priddy         		Mean: 90.71 		Best: 901.52 		N:10
Hazzard        		Mean: 181.11 		Best: 901.52 		N:5

########## REPORT GEN: 87 ##########
SPECIES: 
Ulrich         		Mean: 151.98 		Best: 948.91 		N:6
Mclean         		Mean: 116.2 		Best: 948.91 		N:8
Carlton        		Mean: 152.11 		Best: 941.16 		N:6
Smith          		Mean: 102.54 		Best: 936.0 		N:9
Taylor         		Mean: 153.47 		Best: 923.76 		N:6
Patrick        		Mean: 150.53 		Best: 919.94 		N:6
Mercado        		Mean: 181.33 		Best: 914.58 		N:5
Robinson       		Mean: 455.24 		Best: 910.32 		N:2
Lockridge      		Mean: 225.09 		Best: 901.52 		N:4
Ator           		Mean: 113.18 		Best: 901.52 		N:8
Henley         		Mean: 112.99 		Best: 901.52 		N:8
Green          		Mean: 300.87 		Best: 901.52 		N:3
Priddy         		Mean: 151.21 		Best: 901.52 		N:6
Hazzard        		Mean: 82.29 		Best: 901.52 		N:11

########## REPORT GEN: 88 ##########
SPECIES: 
Ulrich         		Mean: 185.27 		Best: 948.91 		N:5
Mclean         		Mean: 184.96 		Best: 948.91 		N:5
Carlton        		Mean: 152.07 		Best: 941.16 		N:6
Robinson       		Mean: 183.89 		Best: 936.0 		N:5
Taylor         		Mean: 153.68 		Best: 923.76 		N:6
Lockridge      		Mean: 180.64 		Best: 919.94 		N:5
Mercado        		Mean: 129.35 		Best: 914.58 		N:7
Smith          		Mean: 302.61 		Best: 910.43 		N:3
Patrick        		Mean: 99.99 		Best: 901.52 		N:9
Ator           		Mean: 113.14 		Best: 901.52 		N:8
Henley         		Mean: 225.9 		Best: 901.52 		N:4
Green          		Mean: 150.8 		Best: 901.52 		N:6
Priddy         		Mean: 151.19 		Best: 901.52 		N:6

########## REPORT GEN: 89 ##########
SPECIES: 
Ulrich         		Mean: 185.33 		Best: 948.91 		N:5
Mclean         		Mean: 185.07 		Best: 948.91 		N:5
Carlton        		Mean: 228.79 		Best: 941.16 		N:4
Robinson       		Mean: 184.05 		Best: 936.0 		N:5
Taylor         		Mean: 230.65 		Best: 923.76 		N:4
Patrick        		Mean: 302.08 		Best: 919.94 		N:3
Mercado        		Mean: 226.62 		Best: 914.58 		N:4
Smith          		Mean: 151.13 		Best: 910.58 		N:6
Lockridge      		Mean: 150.06 		Best: 901.52 		N:6
Ator           		Mean: 452.61 		Best: 901.52 		N:2
Henley         		Mean: 129.05 		Best: 901.52 		N:7
Green          		Mean: 181.43 		Best: 901.52 		N:5
Priddy         		Mean: 226.15 		Best: 901.52 		N:4
Hazzard        		Mean: 301.74 		Best: 901.52 		N:3

########## REPORT GEN: 90 ##########
SPECIES: 
Mclean         		Mean: 134.23 		Best: 948.91 		N:7
Carlton        		Mean: 130.24 		Best: 941.16 		N:7
Robinson       		Mean: 229.76 		Best: 936.0 		N:4
Taylor         		Mean: 131.5 		Best: 923.76 		N:7
Patrick        		Mean: 226.11 		Best: 919.94 		N:4
Lockridge      		Mean: 150.69 		Best: 919.94 		N:6
Mercado        		Mean: 227.04 		Best: 914.58 		N:4
Smith          		Mean: 181.6 		Best: 912.57 		N:5
Ulrich         		Mean: 226.07 		Best: 907.84 		N:4
Ator           		Mean: 113.2 		Best: 901.52 		N:8
Henley         		Mean: 129.02 		Best: 901.52 		N:7
Green          		Mean: 181.57 		Best: 901.52 		N:5
Priddy         		Mean: 181.13 		Best: 901.52 		N:5
Hazzard        		Mean: 226.08 		Best: 901.52 		N:4

########## REPORT GEN: 91 ##########
SPECIES: 
Mclean         		Mean: 101.91 		Best: 948.91 		N:9
Ulrich         		Mean: 232.24 		Best: 948.91 		N:4
Carlton        		Mean: 182.66 		Best: 941.16 		N:5
Robinson       		Mean: 114.06 		Best: 936.0 		N:8
Taylor         		Mean: 184.3 		Best: 923.76 		N:5
Patrick        		Mean: 100.21 		Best: 919.94 		N:9
Lockridge      		Mean: 180.65 		Best: 919.94 		N:5
Mercado        		Mean: 82.44 		Best: 914.58 		N:11
Smith          		Mean: 129.54 		Best: 910.53 		N:7
Ator           		Mean: 226.32 		Best: 901.52 		N:4
Henley         		Mean: 451.33 		Best: 901.52 		N:2
Green          		Mean: 129.36 		Best: 901.52 		N:7
Priddy         		Mean: 226.35 		Best: 901.52 		N:4
Hazzard        		Mean: 82.43 		Best: 901.52 		N:11

########## REPORT GEN: 92 ##########
SPECIES: 
Mclean         		Mean: 184.84 		Best: 948.91 		N:5
Ulrich         		Mean: 115.45 		Best: 948.91 		N:8
Carlton        		Mean: 130.2 		Best: 941.16 		N:7
Smith          		Mean: 306.97 		Best: 936.0 		N:3
Taylor         		Mean: 131.31 		Best: 923.76 		N:7
Patrick        		Mean: 129.31 		Best: 919.94 		N:7
Mercado        		Mean: 455.29 		Best: 914.58 		N:2
Robinson       		Mean: 151.24 		Best: 910.53 		N:6
Lockridge      		Mean: 225.29 		Best: 901.6 		N:4
Ator           		Mean: 113.27 		Best: 901.52 		N:8
Henley         		Mean: 129.0 		Best: 901.52 		N:7
Green          		Mean: 181.19 		Best: 901.52 		N:5
Priddy         		Mean: 181.1 		Best: 901.52 		N:5
Hazzard        		Mean: 227.08 		Best: 901.52 		N:4
Higginbotham   		Mean: 226.51 		Best: 901.52 		N:4

########## REPORT GEN: 93 ##########
SPECIES: 
Mclean         		Mean: 307.51 		Best: 948.91 		N:3
Ulrich         		Mean: 131.23 		Best: 948.91 		N:7
Carlton        		Mean: 228.51 		Best: 941.16 		N:4
Smith          		Mean: 131.24 		Best: 936.0 		N:7
Taylor         		Mean: 228.12 		Best: 923.76 		N:4
Patrick        		Mean: 150.66 		Best: 919.94 		N:6
Green          		Mean: 130.0 		Best: 919.7 		N:7
Mercado        		Mean: 457.29 		Best: 914.58 		N:2
Henley         		Mean: 151.12 		Best: 914.58 		N:6
Robinson       		Mean: 226.76 		Best: 910.53 		N:4
Lockridge      		Mean: 180.18 		Best: 901.6 		N:5
Ator           		Mean: 150.98 		Best: 901.52 		N:6
Priddy         		Mean: 301.89 		Best: 901.52 		N:3
Hazzard        		Mean: 225.51 		Best: 901.52 		N:4
Higginbotham   		Mean: 226.25 		Best: 901.52 		N:4
Quintana       		Mean: 150.8 		Best: 901.52 		N:6

########## REPORT GEN: 94 ##########
SPECIES: 
Mclean         		Mean: 183.29 		Best: 948.91 		N:5
Ulrich         		Mean: 156.13 		Best: 948.91 		N:6
Carlton        		Mean: 151.94 		Best: 941.16 		N:6
Smith          		Mean: 229.18 		Best: 936.0 		N:4
Taylor         		Mean: 152.25 		Best: 923.76 		N:6
Patrick        		Mean: 150.87 		Best: 919.94 		N:6
Hazzard        		Mean: 151.64 		Best: 919.7 		N:6
Mercado        		Mean: 152.0 		Best: 914.58 		N:6
Henley         		Mean: 455.22 		Best: 914.58 		N:2
Robinson       		Mean: 181.49 		Best: 910.14 		N:5
Lockridge      		Mean: 300.82 		Best: 906.38 		N:3
Green          		Mean: 226.16 		Best: 901.52 		N:4
Ator           		Mean: 181.43 		Best: 901.52 		N:5
Priddy         		Mean: 129.41 		Best: 901.52 		N:7
Higginbotham   		Mean: 150.88 		Best: 901.52 		N:6

########## REPORT GEN: 95 ##########
SPECIES: 
Ulrich         		Mean: 232.14 		Best: 948.91 		N:4
Carlton        		Mean: 305.94 		Best: 941.16 		N:3
Robinson       		Mean: 152.06 		Best: 936.0 		N:6
Taylor         		Mean: 303.31 		Best: 923.76 		N:3
Lockridge      		Mean: 226.64 		Best: 919.94 		N:4
Priddy         		Mean: 457.15 		Best: 919.7 		N:2
Mercado        		Mean: 152.05 		Best: 914.58 		N:6
Smith          		Mean: 302.96 		Best: 910.57 		N:3
Patrick        		Mean: 180.33 		Best: 906.38 		N:5
Mclean         		Mean: 225.59 		Best: 902.02 		N:4
Hazzard        		Mean: 226.54 		Best: 901.52 		N:4
Green          		Mean: 181.68 		Best: 901.52 		N:5
Ator           		Mean: 181.42 		Best: 901.52 		N:5
Higginbotham   		Mean: 453.61 		Best: 901.52 		N:2
Quintana       		Mean: 453.54 		Best: 901.52 		N:2

########## REPORT GEN: 96 ##########
SPECIES: 
Ulrich         		Mean: 307.13 		Best: 948.91 		N:3
Mclean         		Mean: 184.95 		Best: 948.91 		N:5
Carlton        		Mean: 151.56 		Best: 941.16 		N:6
Smith          		Mean: 183.09 		Best: 936.0 		N:5
Taylor         		Mean: 151.74 		Best: 923.76 		N:6
Hazzard        		Mean: 302.79 		Best: 919.7 		N:3
Green          		Mean: 182.12 		Best: 919.7 		N:5
Higginbotham   		Mean: 303.77 		Best: 919.7 		N:3
Patrick        		Mean: 150.82 		Best: 915.24 		N:6
Mercado        		Mean: 455.08 		Best: 914.58 		N:2
Henley         		Mean: 302.63 		Best: 914.58 		N:3
Robinson       		Mean: 226.87 		Best: 910.57 		N:4
Priddy         		Mean: 302.12 		Best: 901.52 		N:3
Ator           		Mean: 226.85 		Best: 901.52 		N:4
Quintana       		Mean: 226.41 		Best: 901.52 		N:4

########## REPORT GEN: 97 ##########
SPECIES: 
Ulrich         		Mean: 154.96 		Best: 948.91 		N:6
Carlton        		Mean: 305.4 		Best: 941.16 		N:3
Robinson       		Mean: 306.66 		Best: 936.0 		N:3
Taylor         		Mean: 303.47 		Best: 923.76 		N:3
Higginbotham   		Mean: 227.59 		Best: 919.7 		N:4
Priddy         		Mean: 182.23 		Best: 919.7 		N:5
Quintana       		Mean: 151.67 		Best: 919.7 		N:6
Mercado        		Mean: 129.94 		Best: 914.58 		N:7
Smith          		Mean: 181.66 		Best: 911.69 		N:5
Mclean         		Mean: 226.0 		Best: 910.37 		N:4
Lockridge      		Mean: 225.67 		Best: 908.7 		N:4
Hazzard        		Mean: 129.68 		Best: 901.52 		N:7
Green          		Mean: 225.59 		Best: 901.52 		N:4
Henley         		Mean: 300.87 		Best: 901.52 		N:3
Ator           		Mean: 300.51 		Best: 901.52 		N:3

########## REPORT GEN: 98 ##########
SPECIES: 
Ulrich         		Mean: 230.33 		Best: 948.91 		N:4
Carlton        		Mean: 151.53 		Best: 941.16 		N:6
Smith          		Mean: 464.17 		Best: 936.0 		N:2
Taylor         		Mean: 151.04 		Best: 923.76 		N:6
Priddy         		Mean: 181.18 		Best: 919.7 		N:5
Quintana       		Mean: 129.63 		Best: 919.7 		N:7
Hazzard        		Mean: 455.84 		Best: 919.7 		N:2
Ator           		Mean: 151.22 		Best: 919.7 		N:6
