########## REPORT GEN: 2 ##########
SPECIES: 
Hillard        		Mean: 119.16 		Best: 938.56 		N:8
Allen          		Mean: 91.09 		Best: 949.9 		N:10
Davis          		Mean: 101.33 		Best: 942.55 		N:9
Anderson       		Mean: 114.05 		Best: 941.66 		N:8
Santana        		Mean: 130.48 		Best: 941.66 		N:7
Smith          		Mean: 112.97 		Best: 921.37 		N:8
Desrochers     		Mean: 100.26 		Best: 912.45 		N:9
Mcclain        		Mean: 75.41 		Best: 911.67 		N:12
Tice           		Mean: 149.31 		Best: 910.6 		N:6
Wilson         		Mean: 179.57 		Best: 906.93 		N:5
Hope           		Mean: 300.32 		Best: 906.69 		N:3

########## REPORT GEN: 76 ##########
SPECIES: 
Allen          		Mean: 114.94 		Best: 949.9 		N:8
Davis          		Mean: 82.82 		Best: 949.9 		N:11
Desrochers     		Mean: 101.71 		Best: 942.55 		N:9
Santana        		Mean: 183.28 		Best: 941.66 		N:5
Mcclain        		Mean: 112.69 		Best: 921.37 		N:8
Hope           		Mean: 90.28 		Best: 913.58 		N:10
Tice           		Mean: 179.05 		Best: 910.6 		N:5
Smith          		Mean: 100.03 		Best: 909.64 		N:9
Harris         		Mean: 112.18 		Best: 909.42 		N:8
Anderson       		Mean: 181.09 		Best: 908.72 		N:5
Wilson         		Mean: 446.79 		Best: 900.36 		N:2

########## REPORT GEN: 77 ##########
SPECIES: 
Santana        		Mean: 76.22 		Best: 949.9 		N:12
Wilson         		Mean: 228.45 		Best: 942.55 		N:4
Allen          		Mean: 151.38 		Best: 923.76 		N:6
Desrochers     		Mean: 101.13 		Best: 923.76 		N:9
Hope           		Mean: 303.09 		Best: 923.76 		N:3
Davis          		Mean: 113.26 		Best: 914.57 		N:8
Smith          		Mean: 225.7 		Best: 913.58 		N:4
Mcclain        		Mean: 225.2 		Best: 910.76 		N:4
Harris         		Mean: 82.27 		Best: 911.19 		N:11
Tice           		Mean: 128.4 		Best: 907.6 		N:7
Anderson       		Mean: 224.65 		Best: 907.12 		N:4

########## REPORT GEN: 78 ##########
SPECIES: 
Smith          		Mean: 101.24 		Best: 942.55 		N:9
Harris         		Mean: 129.53 		Best: 942.55 		N:7
Allen          		Mean: 114.42 		Best: 941.28 		N:8
Wilson         		Mean: 82.04 		Best: 923.76 		N:11
Davis          		Mean: 151.73 		Best: 923.76 		N:6
Mcclain        		Mean: 227.67 		Best: 923.76 		N:4
Anderson       		Mean: 100.39 		Best: 914.57 		N:9
Desrochers     		Mean: 112.78 		Best: 913.74 		N:8
Santana        		Mean: 129.54 		Best: 913.58 		N:7
Tice           		Mean: 299.39 		Best: 907.1 		N:3
Hope           		Mean: 452.63 		Best: 905.18 		N:2

########## REPORT GEN: 79 ##########
SPECIES: 
Mcclain        		Mean: 151.83 		Best: 942.55 		N:6
Santana        		Mean: 114.73 		Best: 942.55 		N:8
Hope           		Mean: 131.13 		Best: 941.28 		N:7
Tice           		Mean: 130.47 		Best: 923.76 		N:7
Desrochers     		Mean: 113.44 		Best: 922.93 		N:8
Wilson         		Mean: 151.45 		Best: 914.91 		N:6
Allen          		Mean: 450.08 		Best: 914.58 		N:2
Anderson       		Mean: 112.63 		Best: 914.17 		N:8
Harris         		Mean: 303.48 		Best: 913.74 		N:3
Davis          		Mean: 303.79 		Best: 913.58 		N:3
Smith          		Mean: 181.0 		Best: 907.12 		N:5

########## REPORT GEN: 80 ##########
SPECIES: 
Allen          		Mean: 232.05 		Best: 949.9 		N:4
Santana        		Mean: 101.35 		Best: 942.55 		N:9
Anderson       		Mean: 83.3 		Best: 942.55 		N:11
Harris         		Mean: 128.5 		Best: 923.76 		N:7
Smith          		Mean: 181.98 		Best: 914.58 		N:5
Hope           		Mean: 130.27 		Best: 914.58 		N:7
Davis          		Mean: 228.02 		Best: 914.11 		N:4
Mcclain        		Mean: 181.63 		Best: 913.74 		N:5
Wilson         		Mean: 150.21 		Best: 913.58 		N:6
Desrochers     		Mean: 301.73 		Best: 907.1 		N:3
Tice           		Mean: 180.86 		Best: 907.27 		N:5

########## REPORT GEN: 81 ##########
SPECIES: 
Anderson       		Mean: 90.62 		Best: 949.9 		N:10
Allen          		Mean: 152.92 		Best: 942.55 		N:6
Harris         		Mean: 181.91 		Best: 942.55 		N:5
Mcclain        		Mean: 82.2 		Best: 923.76 		N:11
Tice           		Mean: 227.28 		Best: 923.76 		N:4
Santana        		Mean: 90.83 		Best: 914.58 		N:10
Desrochers     		Mean: 129.63 		Best: 914.17 		N:7
Davis          		Mean: 81.97 		Best: 914.11 		N:11
Smith          		Mean: 180.91 		Best: 907.26 		N:5
Wilson         		Mean: 302.09 		Best: 907.12 		N:3
Hope           		Mean: 150.28 		Best: 905.18 		N:6

########## REPORT GEN: 82 ##########
SPECIES: 
Desrochers     		Mean: 114.15 		Best: 949.9 		N:8
Anderson       		Mean: 309.65 		Best: 942.55 		N:3
Allen          		Mean: 91.13 		Best: 942.55 		N:10
Harris         		Mean: 75.68 		Best: 942.55 		N:12
Davis          		Mean: 182.66 		Best: 923.76 		N:5
Mcclain        		Mean: 90.19 		Best: 921.37 		N:10
Tice           		Mean: 149.71 		Best: 917.17 		N:6
Wilson         		Mean: 128.64 		Best: 914.15 		N:7
Smith          		Mean: 151.0 		Best: 914.11 		N:6
Santana        		Mean: 180.83 		Best: 907.12 		N:5
Hope           		Mean: 150.06 		Best: 902.77 		N:6

########## REPORT GEN: 83 ##########
SPECIES: 
Mcclain        		Mean: 91.23 		Best: 949.9 		N:10
Harris         		Mean: 129.86 		Best: 942.55 		N:7
Tice           		Mean: 91.86 		Best: 942.55 		N:10
Wilson         		Mean: 91.22 		Best: 942.55 		N:10
Hope           		Mean: 129.18 		Best: 942.55 		N:7
Desrochers     		Mean: 181.37 		Best: 914.15 		N:5
Allen          		Mean: 150.17 		Best: 906.96 		N:6
Davis          		Mean: 129.43 		Best: 907.27 		N:7
Smith          		Mean: 100.32 		Best: 906.96 		N:9
Santana        		Mean: 226.0 		Best: 905.14 		N:4
Anderson       		Mean: 112.68 		Best: 907.12 		N:8

########## REPORT GEN: 84 ##########
SPECIES: 
Tice           		Mean: 182.12 		Best: 949.9 		N:5
Mcclain        		Mean: 100.39 		Best: 942.55 		N:9
Harris         		Mean: 102.0 		Best: 942.55 		N:9
Wilson         		Mean: 228.14 		Best: 942.55 		N:4
Allen          		Mean: 152.7 		Best: 942.55 		N:6
Smith          		Mean: 112.65 		Best: 909.8 		N:8
Hope           		Mean: 113.39 		Best: 909.19 		N:8
Desrochers     		Mean: 60.34 		Best: 907.27 		N:15
Davis          		Mean: 180.92 		Best: 908.02 		N:5
Santana        		Mean: 128.54 		Best: 905.78 		N:7
Anderson       		Mean: 90.2 		Best: 906.96 		N:10

########## REPORT GEN: 85 ##########
SPECIES: 
Tice           		Mean: 101.59 		Best: 949.9 		N:9
Wilson         		Mean: 100.8 		Best: 942.55 		N:9
Davis          		Mean: 100.62 		Best: 942.55 		N:9
Hope           		Mean: 113.32 		Best: 917.87 		N:8
Desrochers     		Mean: 75.21 		Best: 909.8 		N:12
Santana        		Mean: 150.93 		Best: 908.6 		N:6
Mcclain        		Mean: 82.02 		Best: 905.78 		N:11
Harris         		Mean: 112.96 		Best: 906.99 		N:8
Smith          		Mean: 180.6 		Best: 905.31 		N:5
Anderson       		Mean: 149.49 		Best: 904.94 		N:6
Allen          		Mean: 224.03 		Best: 902.02 		N:4

########## REPORT GEN: 86 ##########
SPECIES: 
Smith          		Mean: 91.0 		Best: 949.9 		N:10
Harris         		Mean: 75.5 		Best: 942.55 		N:12
Mcclain        		Mean: 81.96 		Best: 921.37 		N:11
Desrochers     		Mean: 91.19 		Best: 917.87 		N:10
Anderson       		Mean: 181.17 		Best: 917.44 		N:5
Santana        		Mean: 226.12 		Best: 909.8 		N:4
Hope           		Mean: 113.02 		Best: 908.6 		N:8
Davis          		Mean: 128.88 		Best: 905.78 		N:7
Allen          		Mean: 99.43 		Best: 905.78 		N:9
Tice           		Mean: 149.44 		Best: 902.02 		N:6
Wilson         		Mean: 222.99 		Best: 898.37 		N:4

########## REPORT GEN: 87 ##########
SPECIES: 
Hope           		Mean: 113.09 		Best: 949.9 		N:8
Harris         		Mean: 90.32 		Best: 942.55 		N:10
Wilson         		Mean: 75.28 		Best: 922.22 		N:12
Smith          		Mean: 300.36 		Best: 921.54 		N:3
Davis          		Mean: 100.53 		Best: 921.37 		N:9
Desrochers     		Mean: 112.42 		Best: 918.27 		N:8
Anderson       		Mean: 128.68 		Best: 912.99 		N:7
Tice           		Mean: 112.88 		Best: 907.97 		N:8
Allen          		Mean: 149.36 		Best: 905.78 		N:6
Mcclain        		Mean: 179.98 		Best: 905.31 		N:5
Santana        		Mean: 224.64 		Best: 902.94 		N:4

########## REPORT GEN: 88 ##########
SPECIES: 
Allen          		Mean: 151.66 		Best: 949.9 		N:6
Mcclain        		Mean: 129.06 		Best: 942.55 		N:7
Wilson         		Mean: 151.43 		Best: 922.22 		N:6
Smith          		Mean: 129.39 		Best: 921.54 		N:7
Anderson       		Mean: 82.13 		Best: 918.27 		N:11
Davis          		Mean: 90.36 		Best: 914.49 		N:10
Santana        		Mean: 128.53 		Best: 907.97 		N:7
Hope           		Mean: 128.52 		Best: 907.24 		N:7
Desrochers     		Mean: 129.2 		Best: 907.22 		N:7
Harris         		Mean: 127.97 		Best: 904.91 		N:7
Tice           		Mean: 222.94 		Best: 898.37 		N:4

########## REPORT GEN: 89 ##########
SPECIES: 
Anderson       		Mean: 114.14 		Best: 949.9 		N:8
Allen          		Mean: 82.51 		Best: 942.55 		N:11
Smith          		Mean: 112.84 		Best: 927.37 		N:8
Hope           		Mean: 90.64 		Best: 922.22 		N:10
Desrochers     		Mean: 129.24 		Best: 921.54 		N:7
Santana        		Mean: 112.22 		Best: 918.27 		N:8
Davis          		Mean: 112.09 		Best: 909.32 		N:8
Mcclain        		Mean: 99.96 		Best: 909.1 		N:9
Tice           		Mean: 89.7 		Best: 908.13 		N:10
Harris         		Mean: 224.97 		Best: 907.97 		N:4
Wilson         		Mean: 225.08 		Best: 906.78 		N:4

########## REPORT GEN: 90 ##########
SPECIES: 
Hope           		Mean: 151.43 		Best: 949.9 		N:6
Santana        		Mean: 64.27 		Best: 949.9 		N:14
Davis          		Mean: 130.07 		Best: 949.9 		N:7
Desrochers     		Mean: 69.47 		Best: 942.55 		N:13
Mcclain        		Mean: 150.04 		Best: 927.37 		N:6
Tice           		Mean: 129.2 		Best: 922.22 		N:7
Allen          		Mean: 112.77 		Best: 921.54 		N:8
Anderson       		Mean: 129.18 		Best: 918.27 		N:7
Wilson         		Mean: 128.73 		Best: 906.78 		N:7
Smith          		Mean: 179.5 		Best: 904.01 		N:5
Harris         		Mean: 451.55 		Best: 903.52 		N:2

########## REPORT GEN: 91 ##########
SPECIES: 
Hope           		Mean: 114.13 		Best: 949.9 		N:8
Desrochers     		Mean: 130.72 		Best: 949.9 		N:7
Mcclain        		Mean: 114.29 		Best: 949.9 		N:8
Allen          		Mean: 82.37 		Best: 922.51 		N:11
Santana        		Mean: 178.68 		Best: 922.22 		N:5
Smith          		Mean: 112.94 		Best: 921.54 		N:8
Anderson       		Mean: 149.9 		Best: 919.11 		N:6
Tice           		Mean: 89.69 		Best: 916.97 		N:10
Wilson         		Mean: 224.22 		Best: 908.65 		N:4
Davis          		Mean: 111.93 		Best: 903.39 		N:8
Harris         		Mean: 447.59 		Best: 898.8 		N:2

########## REPORT GEN: 92 ##########
SPECIES: 
Hope           		Mean: 101.21 		Best: 949.9 		N:9
Allen          		Mean: 463.68 		Best: 949.9 		N:2
Anderson       		Mean: 129.64 		Best: 949.9 		N:7
Tice           		Mean: 90.51 		Best: 949.9 		N:10
Davis          		Mean: 151.94 		Best: 949.9 		N:6
Mcclain        		Mean: 459.54 		Best: 922.22 		N:2
Desrochers     		Mean: 81.64 		Best: 919.11 		N:11
Smith          		Mean: 128.52 		Best: 918.91 		N:7
Wilson         		Mean: 127.99 		Best: 910.97 		N:7
Harris         		Mean: 99.4 		Best: 907.14 		N:9

########## REPORT GEN: 93 ##########
SPECIES: 
Allen          		Mean: 152.1 		Best: 949.9 		N:6
Anderson       		Mean: 181.69 		Best: 949.9 		N:5
Tice           		Mean: 184.04 		Best: 949.9 		N:5
Santana        		Mean: 229.54 		Best: 949.9 		N:4
Harris         		Mean: 226.44 		Best: 922.22 		N:4
Hope           		Mean: 302.18 		Best: 918.91 		N:3
Smith          		Mean: 225.82 		Best: 911.72 		N:4
Wilson         		Mean: 149.46 		Best: 908.71 		N:6
Mcclain        		Mean: 298.83 		Best: 907.14 		N:3
Davis          		Mean: 222.07 		Best: 891.71 		N:4

########## REPORT GEN: 94 ##########
SPECIES: 
Santana        		Mean: 151.56 		Best: 949.9 		N:6
Harris         		Mean: 227.94 		Best: 949.9 		N:4
Smith          		Mean: 100.82 		Best: 949.9 		N:9
Wilson         		Mean: 185.75 		Best: 949.9 		N:5
Mcclain        		Mean: 90.91 		Best: 941.28 		N:10
Allen          		Mean: 226.62 		Best: 918.91 		N:4
Anderson       		Mean: 304.55 		Best: 914.13 		N:3
Tice           		Mean: 179.1 		Best: 908.71 		N:5
Desrochers     		Mean: 127.78 		Best: 907.14 		N:7
Hope           		Mean: 223.92 		Best: 902.09 		N:4
Davis          		Mean: 295.0 		Best: 884.91 		N:3

########## REPORT GEN: 95 ##########
SPECIES: 
Santana        		Mean: 115.2 		Best: 949.9 		N:8
Wilson         		Mean: 112.9 		Best: 949.9 		N:8
Tice           		Mean: 129.04 		Best: 949.9 		N:7
Desrochers     		Mean: 129.86 		Best: 949.9 		N:7
Davis          		Mean: 113.28 		Best: 949.9 		N:8
Anderson       		Mean: 101.3 		Best: 941.28 		N:9
Allen          		Mean: 151.9 		Best: 918.91 		N:6
Hope           		Mean: 179.25 		Best: 911.72 		N:5
Harris         		Mean: 127.63 		Best: 904.99 		N:7
Mcclain        		Mean: 179.05 		Best: 904.3 		N:5
Smith          		Mean: 148.79 		Best: 897.46 		N:6

########## REPORT GEN: 96 ##########
SPECIES: 
Tice           		Mean: 75.71 		Best: 949.9 		N:12
Desrochers     		Mean: 129.72 		Best: 949.9 		N:7
Hope           		Mean: 128.61 		Best: 949.9 		N:7
Harris         		Mean: 113.81 		Best: 949.9 		N:8
Davis          		Mean: 89.99 		Best: 925.89 		N:10
Wilson         		Mean: 89.85 		Best: 920.17 		N:10
Anderson       		Mean: 90.38 		Best: 918.91 		N:10
Mcclain        		Mean: 113.17 		Best: 918.91 		N:8
Allen          		Mean: 150.08 		Best: 914.54 		N:6
Santana        		Mean: 112.08 		Best: 908.71 		N:8
Smith          		Mean: 223.2 		Best: 904.83 		N:4

########## REPORT GEN: 97 ##########
SPECIES: 
Harris         		Mean: 82.16 		Best: 949.9 		N:11
Tice           		Mean: 81.52 		Best: 925.89 		N:11
Wilson         		Mean: 149.96 		Best: 922.51 		N:6
Mcclain        		Mean: 150.49 		Best: 920.17 		N:6
Smith          		Mean: 150.68 		Best: 922.22 		N:6
Desrochers     		Mean: 128.82 		Best: 918.91 		N:7
Hope           		Mean: 127.79 		Best: 918.91 		N:7
Davis          		Mean: 112.24 		Best: 918.91 		N:8
Anderson       		Mean: 111.76 		Best: 918.91 		N:8
Allen          		Mean: 111.72 		Best: 914.54 		N:8
Santana        		Mean: 129.09 		Best: 914.54 		N:7

########## REPORT GEN: 98 ##########
SPECIES: 
Harris         		Mean: 100.6 		Best: 949.9 		N:9
Tice           		Mean: 90.05 		Best: 949.9 		N:10
Hope           		Mean: 56.24 		Best: 949.9 		N:16
Desrochers     		Mean: 81.65 		Best: 925.89 		N:11
Anderson       		Mean: 150.28 		Best: 922.51 		N:6
Wilson         		Mean: 81.63 		Best: 920.17 		N:11
Davis          		Mean: 129.11 		Best: 919.77 		N:7
Mcclain        		Mean: 149.55 		Best: 914.38 		N:6
Santana        		Mean: 112.79 		Best: 914.38 		N:8
Smith          		Mean: 99.67 		Best: 906.86 		N:9
Allen          		Mean: 297.74 		Best: 905.19 		N:3

########## REPORT GEN: 99 ##########
SPECIES: 
Desrochers     		Mean: 113.73 		Best: 949.9 		N:8
Anderson       		Mean: 90.54 		Best: 949.9 		N:10
Wilson         		Mean: 179.25 		Best: 926.73 		N:5
Santana        		Mean: 100.23 		Best: 925.89 		N:9
Smith          		Mean: 112.58 		Best: 922.51 		N:8
Tice           		Mean: 81.35 		Best: 921.72 		N:11
Mcclain        		Mean: 112.89 		Best: 921.72 		N:8
Allen          		Mean: 128.21 		Best: 910.41 		N:7
Davis          		Mean: 99.67 		Best: 908.56 		N:9
Harris         		Mean: 223.31 		Best: 904.99 		N:4
Hope           		Mean: 147.87 		Best: 890.75 		N:6

########## REPORT GEN: 100 ##########
SPECIES: 
Smith          		Mean: 130.2 		Best: 949.9 		N:7
Allen          		Mean: 181.87 		Best: 949.9 		N:5
Tice           		Mean: 150.38 		Best: 949.9 		N:6
Santana        		Mean: 99.56 		Best: 930.38 		N:9
Anderson       		Mean: 64.15 		Best: 926.73 		N:14
Wilson         		Mean: 224.65 		Best: 926.73 		N:4
Desrochers     		Mean: 101.07 		Best: 925.89 		N:9
Davis          		Mean: 99.51 		Best: 911.23 		N:9
Harris         		Mean: 111.75 		Best: 910.41 		N:8
Hope           		Mean: 89.66 		Best: 904.99 		N:10
Mcclain        		Mean: 148.34 		Best: 900.31 		N:6

########## REPORT GEN: 101 ##########
SPECIES: 
Harris         		Mean: 100.72 		Best: 949.9 		N:9
Desrochers     		Mean: 129.44 		Best: 949.9 		N:7
Davis          		Mean: 113.49 		Best: 949.9 		N:8
Santana        		Mean: 89.94 		Best: 930.38 		N:10
Wilson         		Mean: 99.9 		Best: 928.06 		N:9
Allen          		Mean: 89.82 		Best: 925.89 		N:10
Anderson       		Mean: 99.78 		Best: 925.45 		N:9
Tice           		Mean: 112.43 		Best: 921.72 		N:8
Smith          		Mean: 127.96 		Best: 920.66 		N:7
Hope           		Mean: 223.63 		Best: 908.11 		N:4
Mcclain        		Mean: 127.21 		Best: 904.99 		N:7

########## REPORT GEN: 102 ##########
SPECIES: 
Mcclain        		Mean: 181.87 		Best: 949.9 		N:5
Davis          		Mean: 100.07 		Best: 949.9 		N:9
Allen          		Mean: 152.29 		Best: 949.9 		N:6
Desrochers     		Mean: 181.17 		Best: 943.97 		N:5
Anderson       		Mean: 81.17 		Best: 925.89 		N:11
Hope           		Mean: 90.32 		Best: 925.45 		N:10
Smith          		Mean: 111.64 		Best: 911.23 		N:8
Harris         		Mean: 127.29 		Best: 908.11 		N:7
Wilson         		Mean: 297.1 		Best: 902.24 		N:3
Santana        		Mean: 80.85 		Best: 891.47 		N:11
Tice           		Mean: 98.63 		Best: 889.63 		N:9

########## REPORT GEN: 103 ##########
SPECIES: 
Smith          		Mean: 113.25 		Best: 949.9 		N:8
Santana        		Mean: 152.16 		Best: 949.9 		N:6
Mcclain        		Mean: 150.8 		Best: 949.9 		N:6
Allen          		Mean: 113.49 		Best: 949.9 		N:8
Desrochers     		Mean: 89.81 		Best: 949.9 		N:10
Anderson       		Mean: 112.3 		Best: 943.97 		N:8
Harris         		Mean: 112.68 		Best: 943.97 		N:8
Hope           		Mean: 179.52 		Best: 930.44 		N:5
Davis          		Mean: 150.11 		Best: 926.73 		N:6
Wilson         		Mean: 149.17 		Best: 925.89 		N:6
Tice           		Mean: 111.05 		Best: 902.24 		N:8

########## REPORT GEN: 104 ##########
SPECIES: 
Smith          		Mean: 114.62 		Best: 949.9 		N:8
Santana        		Mean: 74.85 		Best: 949.9 		N:12
Allen          		Mean: 99.59 		Best: 949.9 		N:9
Anderson       		Mean: 90.5 		Best: 949.9 		N:10
Davis          		Mean: 129.73 		Best: 949.9 		N:7
Mcclain        		Mean: 151.15 		Best: 930.44 		N:6
Harris         		Mean: 81.81 		Best: 926.73 		N:11
Tice           		Mean: 149.43 		Best: 911.23 		N:6
Hope           		Mean: 127.56 		Best: 907.55 		N:7
Desrochers     		Mean: 177.89 		Best: 892.35 		N:5
Wilson         		Mean: 88.62 		Best: 888.69 		N:10

########## REPORT GEN: 105 ##########
SPECIES: 
Allen          		Mean: 69.04 		Best: 949.9 		N:13
Tice           		Mean: 90.11 		Best: 949.9 		N:10
Wilson         		Mean: 90.67 		Best: 949.9 		N:10
Davis          		Mean: 82.4 		Best: 949.9 		N:11
Desrochers     		Mean: 100.07 		Best: 949.9 		N:9
Smith          		Mean: 224.63 		Best: 930.44 		N:4
Mcclain        		Mean: 224.35 		Best: 928.06 		N:4
Harris         		Mean: 74.67 		Best: 928.06 		N:12
Anderson       		Mean: 180.22 		Best: 911.21 		N:5
Santana        		Mean: 148.45 		Best: 909.93 		N:6
Hope           		Mean: 127.37 		Best: 904.43 		N:7

########## REPORT GEN: 106 ##########
SPECIES: 
Wilson         		Mean: 90.3 		Best: 949.9 		N:10
Smith          		Mean: 130.0 		Best: 949.9 		N:7
Anderson       		Mean: 180.21 		Best: 949.9 		N:5
Davis          		Mean: 183.09 		Best: 949.9 		N:5
Mcclain        		Mean: 112.87 		Best: 949.9 		N:8
Santana        		Mean: 90.0 		Best: 930.44 		N:10
Hope           		Mean: 149.13 		Best: 928.62 		N:6
Allen          		Mean: 128.21 		Best: 928.06 		N:7
Harris         		Mean: 98.71 		Best: 909.93 		N:9
Desrochers     		Mean: 127.09 		Best: 909.32 		N:7
Tice           		Mean: 98.63 		Best: 892.35 		N:9

########## REPORT GEN: 107 ##########
SPECIES: 
Davis          		Mean: 179.99 		Best: 949.9 		N:5
Wilson         		Mean: 74.9 		Best: 949.9 		N:12
Tice           		Mean: 113.8 		Best: 949.9 		N:8
Anderson       		Mean: 68.84 		Best: 941.91 		N:13
Hope           		Mean: 150.03 		Best: 933.94 		N:6
Desrochers     		Mean: 113.85 		Best: 930.44 		N:8
Santana        		Mean: 89.28 		Best: 911.21 		N:10
Harris         		Mean: 111.11 		Best: 906.55 		N:8
Allen          		Mean: 98.74 		Best: 897.74 		N:9
Smith          		Mean: 126.77 		Best: 890.83 		N:7
Mcclain        		Mean: 177.28 		Best: 890.19 		N:5

########## REPORT GEN: 108 ##########
SPECIES: 
Harris         		Mean: 130.1 		Best: 949.9 		N:7
Desrochers     		Mean: 112.79 		Best: 949.9 		N:8
Santana        		Mean: 130.57 		Best: 949.9 		N:7
Hope           		Mean: 55.83 		Best: 930.44 		N:16
Smith          		Mean: 111.65 		Best: 928.06 		N:8
Tice           		Mean: 99.93 		Best: 914.42 		N:9
Mcclain        		Mean: 111.57 		Best: 913.43 		N:8
Davis          		Mean: 98.84 		Best: 906.55 		N:9
Anderson       		Mean: 88.78 		Best: 899.17 		N:10
Wilson         		Mean: 177.57 		Best: 890.19 		N:5
Allen          		Mean: 442.74 		Best: 885.94 		N:2

########## REPORT GEN: 109 ##########
SPECIES: 
Santana        		Mean: 461.41 		Best: 949.9 		N:2
Smith          		Mean: 127.91 		Best: 949.9 		N:7
Desrochers     		Mean: 89.86 		Best: 949.9 		N:10
Tice           		Mean: 89.56 		Best: 949.9 		N:10
Wilson         		Mean: 182.56 		Best: 949.9 		N:5
Mcclain        		Mean: 181.51 		Best: 930.44 		N:5
Hope           		Mean: 100.02 		Best: 930.44 		N:9
Allen          		Mean: 111.49 		Best: 913.43 		N:8
Harris         		Mean: 111.85 		Best: 911.88 		N:8
Davis          		Mean: 148.13 		Best: 905.83 		N:6
Anderson       		Mean: 127.09 		Best: 905.62 		N:7

########## REPORT GEN: 110 ##########
SPECIES: 
Hope           		Mean: 183.99 		Best: 949.9 		N:5
Harris         		Mean: 181.22 		Best: 949.9 		N:5
Davis          		Mean: 112.71 		Best: 949.9 		N:8
Tice           		Mean: 81.91 		Best: 949.9 		N:11
Mcclain        		Mean: 151.1 		Best: 949.9 		N:6
Allen          		Mean: 226.24 		Best: 930.44 		N:4
Anderson       		Mean: 100.61 		Best: 930.44 		N:9
Smith          		Mean: 98.94 		Best: 913.43 		N:9
Santana        		Mean: 178.38 		Best: 911.88 		N:5
Desrochers     		Mean: 300.2 		Best: 905.83 		N:3
Wilson         		Mean: 98.78 		Best: 905.62 		N:9

########## REPORT GEN: 111 ##########
SPECIES: 
Hope           		Mean: 180.23 		Best: 949.9 		N:5
Tice           		Mean: 129.2 		Best: 949.9 		N:7
Allen          		Mean: 91.67 		Best: 949.9 		N:10
Santana        		Mean: 101.22 		Best: 949.9 		N:9
Wilson         		Mean: 150.41 		Best: 930.44 		N:6
Desrochers     		Mean: 179.78 		Best: 914.46 		N:5
Smith          		Mean: 112.46 		Best: 914.42 		N:8
Davis          		Mean: 223.58 		Best: 913.43 		N:4
Harris         		Mean: 111.95 		Best: 911.9 		N:8
Mcclain        		Mean: 126.94 		Best: 905.79 		N:7
Anderson       		Mean: 98.6 		Best: 899.81 		N:9

########## REPORT GEN: 112 ##########
SPECIES: 
Santana        		Mean: 90.29 		Best: 949.9 		N:10
Mcclain        		Mean: 129.61 		Best: 949.9 		N:7
Allen          		Mean: 81.91 		Best: 949.9 		N:11
Harris         		Mean: 99.91 		Best: 930.44 		N:9
Davis          		Mean: 128.31 		Best: 914.46 		N:7
Wilson         		Mean: 111.75 		Best: 914.42 		N:8
Smith          		Mean: 111.69 		Best: 913.43 		N:8
Anderson       		Mean: 127.09 		Best: 906.17 		N:7
Desrochers     		Mean: 297.83 		Best: 905.79 		N:3
Tice           		Mean: 127.19 		Best: 904.98 		N:7
Hope           		Mean: 110.83 		Best: 889.27 		N:8

########## REPORT GEN: 113 ##########
SPECIES: 
Allen          		Mean: 89.69 		Best: 949.9 		N:10
Smith          		Mean: 100.14 		Best: 949.9 		N:9
Desrochers     		Mean: 113.22 		Best: 949.9 		N:8
Davis          		Mean: 74.73 		Best: 949.9 		N:12
Mcclain        		Mean: 455.83 		Best: 933.22 		N:2
Wilson         		Mean: 111.85 		Best: 930.44 		N:8
Santana        		Mean: 112.38 		Best: 914.42 		N:8
Harris         		Mean: 179.82 		Best: 914.42 		N:5
Tice           		Mean: 149.84 		Best: 914.42 		N:6
Hope           		Mean: 450.46 		Best: 914.42 		N:2
Anderson       		Mean: 98.78 		Best: 907.05 		N:9

########## REPORT GEN: 114 ##########
SPECIES: 
Wilson         		Mean: 151.12 		Best: 949.9 		N:6
Santana        		Mean: 229.08 		Best: 949.9 		N:4
Tice           		Mean: 113.03 		Best: 949.9 		N:8
Anderson       		Mean: 465.12 		Best: 949.9 		N:2
Smith          		Mean: 226.58 		Best: 933.22 		N:4
Desrochers     		Mean: 129.93 		Best: 933.22 		N:7
Davis          		Mean: 181.83 		Best: 930.44 		N:5
Allen          		Mean: 128.47 		Best: 914.42 		N:7
Mcclain        		Mean: 148.62 		Best: 913.43 		N:6
Hope           		Mean: 224.41 		Best: 913.34 		N:4
Harris         		Mean: 127.11 		Best: 911.7 		N:7

########## REPORT GEN: 115 ##########
SPECIES: 
Santana        		Mean: 183.56 		Best: 949.9 		N:5
Harris         		Mean: 151.16 		Best: 949.9 		N:6
Desrochers     		Mean: 114.25 		Best: 949.9 		N:8
Hope           		Mean: 82.12 		Best: 949.9 		N:11
Tice           		Mean: 181.92 		Best: 930.44 		N:5
Anderson       		Mean: 182.25 		Best: 929.78 		N:5
Mcclain        		Mean: 100.14 		Best: 915.1 		N:9
Davis          		Mean: 224.86 		Best: 913.43 		N:4
Wilson         		Mean: 225.08 		Best: 913.4 		N:4
Allen          		Mean: 224.5 		Best: 911.7 		N:4
Smith          		Mean: 89.33 		Best: 910.8 		N:10

########## REPORT GEN: 116 ##########
SPECIES: 
Tice           		Mean: 75.8 		Best: 949.9 		N:12
Allen          		Mean: 100.72 		Best: 949.9 		N:9
Smith          		Mean: 129.94 		Best: 949.9 		N:7
