########## REPORT GEN: 2 ##########
SPECIES: 
Welch          		Mean: 85.79 		Best: 911.79 		N:11
Young          		Mean: 90.03 		Best: 900.18 		N:10
Wickliff       		Mean: 150.06 		Best: 900.08 		N:6

########## REPORT GEN: 89 ##########
SPECIES: 
Estes          		Mean: 230.72 		Best: 942.42 		N:4
Harvey         		Mean: 230.25 		Best: 942.42 		N:4
Aponte         		Mean: 82.57 		Best: 942.42 		N:11
Santiago       		Mean: 184.05 		Best: 942.42 		N:5
Spann          		Mean: 132.11 		Best: 942.42 		N:7
Arnold         		Mean: 185.48 		Best: 942.42 		N:5
Rudd           		Mean: 90.8 		Best: 942.42 		N:10
Jackson        		Mean: 130.05 		Best: 942.42 		N:7
Rittenhouse    		Mean: 152.17 		Best: 934.95 		N:6
Young          		Mean: 113.19 		Best: 934.15 		N:8
Hansen         		Mean: 150.47 		Best: 914.31 		N:6
Wallace        		Mean: 75.23 		Best: 907.58 		N:12
Bench          		Mean: 150.65 		Best: 905.5 		N:6
Nichols        		Mean: 180.7 		Best: 901.1 		N:5
Peveler        		Mean: 300.85 		Best: 900.78 		N:3
Johnson        		Mean: 150.06 		Best: 900.09 		N:6
Wickliff       		Mean: 112.54 		Best: 900.12 		N:8
Grady          		Mean: 300.58 		Best: 900.07 		N:3
Campbell       		Mean: 180.29 		Best: 900.19 		N:5
Minor          		Mean: 180.07 		Best: 900.12 		N:5

########## REPORT GEN: 90 ##########
SPECIES: 
Harvey         		Mean: 90.88 		Best: 942.42 		N:10
Aponte         		Mean: 83.07 		Best: 942.42 		N:11
Santiago       		Mean: 228.41 		Best: 942.42 		N:4
Spann          		Mean: 82.7 		Best: 942.42 		N:11
Rudd           		Mean: 114.74 		Best: 942.42 		N:8
Jackson        		Mean: 131.28 		Best: 942.42 		N:7
Bench          		Mean: 229.42 		Best: 942.42 		N:4
Nichols        		Mean: 50.52 		Best: 942.42 		N:18
Peveler        		Mean: 101.36 		Best: 942.42 		N:9
Johnson        		Mean: 182.06 		Best: 942.42 		N:5
Minor          		Mean: 129.65 		Best: 942.42 		N:7
Arnold         		Mean: 182.59 		Best: 924.34 		N:5
Hansen         		Mean: 150.47 		Best: 914.31 		N:6
Rittenhouse    		Mean: 112.86 		Best: 904.71 		N:8
Estes          		Mean: 100.08 		Best: 902.95 		N:9
Grady          		Mean: 150.35 		Best: 901.2 		N:6
Campbell       		Mean: 150.54 		Best: 900.78 		N:6
Wallace        		Mean: 225.1 		Best: 900.18 		N:4
Wickliff       		Mean: 90.05 		Best: 900.11 		N:10
Young          		Mean: 100.04 		Best: 900.21 		N:9

########## REPORT GEN: 91 ##########
SPECIES: 
Santiago       		Mean: 101.48 		Best: 942.42 		N:9
Spann          		Mean: 76.0 		Best: 942.42 		N:12
Jackson        		Mean: 75.93 		Best: 942.42 		N:12
Nichols        		Mean: 130.51 		Best: 942.42 		N:7
Rittenhouse    		Mean: 91.29 		Best: 942.42 		N:10
Estes          		Mean: 101.5 		Best: 942.42 		N:9
Wallace        		Mean: 90.55 		Best: 942.42 		N:10
Peveler        		Mean: 181.76 		Best: 934.4 		N:5
Hansen         		Mean: 69.47 		Best: 934.24 		N:13
Young          		Mean: 75.14 		Best: 914.31 		N:12
Arnold         		Mean: 69.57 		Best: 905.94 		N:13
Campbell       		Mean: 150.64 		Best: 904.71 		N:6
Grady          		Mean: 100.48 		Best: 902.31 		N:9
Bench          		Mean: 90.39 		Best: 901.2 		N:10
Harvey         		Mean: 150.3 		Best: 900.78 		N:6
Wickliff       		Mean: 180.08 		Best: 900.13 		N:5
Rudd           		Mean: 225.12 		Best: 900.1 		N:4
Minor          		Mean: 100.07 		Best: 900.12 		N:9
Johnson        		Mean: 300.13 		Best: 900.08 		N:3

########## REPORT GEN: 92 ##########
SPECIES: 
Santiago       		Mean: 182.43 		Best: 942.42 		N:5
Peveler        		Mean: 151.78 		Best: 942.42 		N:6
Young          		Mean: 114.1 		Best: 942.42 		N:8
Campbell       		Mean: 101.73 		Best: 942.42 		N:9
Grady          		Mean: 129.85 		Best: 942.42 		N:7
Aponte         		Mean: 82.8 		Best: 942.42 		N:11
Arnold         		Mean: 113.38 		Best: 934.4 		N:8
Nichols        		Mean: 50.28 		Best: 905.94 		N:18
Estes          		Mean: 452.49 		Best: 904.71 		N:2
Harvey         		Mean: 112.52 		Best: 901.53 		N:8
Wickliff       		Mean: 180.1 		Best: 900.1 		N:5
Hansen         		Mean: 128.66 		Best: 900.16 		N:7
Johnson        		Mean: 128.65 		Best: 900.18 		N:7
Minor          		Mean: 300.09 		Best: 900.08 		N:3
Wallace        		Mean: 100.04 		Best: 900.09 		N:9
Spann          		Mean: 112.88 		Best: 900.51 		N:8
Jackson        		Mean: 450.18 		Best: 900.07 		N:2
Rittenhouse    		Mean: 129.03 		Best: 900.07 		N:7

########## REPORT GEN: 93 ##########
SPECIES: 
Minor          		Mean: 228.15 		Best: 942.42 		N:4
Jackson        		Mean: 151.89 		Best: 942.42 		N:6
Rittenhouse    		Mean: 309.99 		Best: 942.42 		N:3
Bench          		Mean: 114.7 		Best: 942.42 		N:8
Campbell       		Mean: 308.83 		Best: 934.4 		N:3
Aponte         		Mean: 151.13 		Best: 924.88 		N:6
Arnold         		Mean: 302.75 		Best: 924.78 		N:3
Harvey         		Mean: 181.03 		Best: 904.71 		N:5
Grady          		Mean: 112.91 		Best: 903.35 		N:8
Johnson        		Mean: 450.15 		Best: 900.1 		N:2
Hansen         		Mean: 300.09 		Best: 900.1 		N:3
Wallace        		Mean: 112.54 		Best: 900.1 		N:8
Wickliff       		Mean: 128.64 		Best: 900.11 		N:7
Rudd           		Mean: 180.07 		Best: 900.08 		N:5
Young          		Mean: 112.58 		Best: 900.1 		N:8
Spann          		Mean: 301.17 		Best: 900.07 		N:3
Santiago       		Mean: 225.36 		Best: 900.07 		N:4
Peveler        		Mean: 451.3 		Best: 899.95 		N:2
Nichols        		Mean: 180.51 		Best: 900.07 		N:5
Estes          		Mean: 300.89 		Best: 900.26 		N:3

########## REPORT GEN: 94 ##########
SPECIES: 
Rittenhouse    		Mean: 130.72 		Best: 942.42 		N:7
Aponte         		Mean: 153.36 		Best: 942.42 		N:6
Hansen         		Mean: 151.45 		Best: 942.42 		N:6
Spann          		Mean: 129.99 		Best: 942.42 		N:7
Estes          		Mean: 182.31 		Best: 942.42 		N:5
Minor          		Mean: 53.38 		Best: 929.01 		N:17
Arnold         		Mean: 227.63 		Best: 928.42 		N:4
Peveler        		Mean: 151.82 		Best: 928.42 		N:6
Grady          		Mean: 227.26 		Best: 927.5 		N:4
Campbell       		Mean: 101.0 		Best: 924.88 		N:9
Nichols        		Mean: 301.02 		Best: 900.92 		N:3
Santiago       		Mean: 180.38 		Best: 900.26 		N:5
Rudd           		Mean: 225.12 		Best: 900.21 		N:4
Johnson        		Mean: 225.1 		Best: 900.19 		N:4
Wickliff       		Mean: 225.09 		Best: 900.15 		N:4
Wallace        		Mean: 150.06 		Best: 900.1 		N:6
Young          		Mean: 128.66 		Best: 900.11 		N:7
Jackson        		Mean: 451.33 		Best: 900.07 		N:2
Harvey         		Mean: 451.26 		Best: 900.07 		N:2
Bench          		Mean: 112.65 		Best: 900.06 		N:8

########## REPORT GEN: 95 ##########
SPECIES: 
Rittenhouse    		Mean: 153.52 		Best: 942.42 		N:6
Aponte         		Mean: 152.37 		Best: 942.42 		N:6
Grady          		Mean: 183.7 		Best: 942.42 		N:5
Johnson        		Mean: 129.65 		Best: 942.42 		N:7
Wallace        		Mean: 100.66 		Best: 942.42 		N:9
Harvey         		Mean: 305.8 		Best: 942.42 		N:3
Arnold         		Mean: 152.14 		Best: 934.51 		N:6
Campbell       		Mean: 129.58 		Best: 929.01 		N:7
Peveler        		Mean: 113.25 		Best: 928.42 		N:8
Nichols        		Mean: 100.74 		Best: 928.42 		N:9
Jackson        		Mean: 113.31 		Best: 928.42 		N:8
Bench          		Mean: 150.98 		Best: 920.45 		N:6
Wickliff       		Mean: 100.05 		Best: 900.8 		N:9
Spann          		Mean: 150.31 		Best: 900.35 		N:6
Young          		Mean: 180.12 		Best: 900.24 		N:5
Hansen         		Mean: 81.87 		Best: 900.21 		N:11
Rudd           		Mean: 100.06 		Best: 900.1 		N:9
Estes          		Mean: 450.25 		Best: 900.07 		N:2
Minor          		Mean: 180.37 		Best: 899.95 		N:5
Santiago       		Mean: 100.37 		Best: 900.64 		N:9

########## REPORT GEN: 96 ##########
SPECIES: 
Aponte         		Mean: 70.17 		Best: 942.42 		N:13
Harvey         		Mean: 182.2 		Best: 942.42 		N:5
Campbell       		Mean: 114.06 		Best: 942.42 		N:8
Peveler        		Mean: 83.36 		Best: 942.42 		N:11
Nichols        		Mean: 75.81 		Best: 942.42 		N:12
Santiago       		Mean: 82.94 		Best: 942.42 		N:11
Arnold         		Mean: 101.14 		Best: 934.51 		N:9
Grady          		Mean: 100.64 		Best: 928.42 		N:9
Minor          		Mean: 60.3 		Best: 926.52 		N:15
Rudd           		Mean: 100.07 		Best: 900.8 		N:9
Bench          		Mean: 300.28 		Best: 900.75 		N:3
Rittenhouse    		Mean: 150.02 		Best: 900.55 		N:6
Estes          		Mean: 300.54 		Best: 900.35 		N:3
Jackson        		Mean: 225.82 		Best: 900.35 		N:4
Young          		Mean: 100.06 		Best: 900.24 		N:9
Wickliff       		Mean: 180.09 		Best: 900.18 		N:5
Hansen         		Mean: 225.15 		Best: 900.11 		N:4
Johnson        		Mean: 300.2 		Best: 900.11 		N:3
Spann          		Mean: 450.07 		Best: 900.07 		N:2
Wallace        		Mean: 100.05 		Best: 900.11 		N:9

########## REPORT GEN: 97 ##########
SPECIES: 
Harvey         		Mean: 130.49 		Best: 942.42 		N:7
Campbell       		Mean: 151.52 		Best: 942.42 		N:6
Santiago       		Mean: 91.06 		Best: 942.42 		N:10
Grady          		Mean: 113.86 		Best: 942.42 		N:8
Bench          		Mean: 152.35 		Best: 942.42 		N:6
Estes          		Mean: 114.21 		Best: 942.42 		N:8
Jackson        		Mean: 82.61 		Best: 942.42 		N:11
Minor          		Mean: 151.12 		Best: 934.58 		N:6
Rittenhouse    		Mean: 129.3 		Best: 926.52 		N:7
Peveler        		Mean: 129.32 		Best: 919.59 		N:7
Arnold         		Mean: 150.61 		Best: 904.89 		N:6
Wickliff       		Mean: 81.88 		Best: 900.8 		N:11
Spann          		Mean: 300.55 		Best: 900.35 		N:3
Johnson        		Mean: 180.15 		Best: 900.29 		N:5
Rudd           		Mean: 100.07 		Best: 900.24 		N:9
Young          		Mean: 180.09 		Best: 900.11 		N:5
Hansen         		Mean: 100.06 		Best: 900.11 		N:9
Wallace        		Mean: 300.19 		Best: 900.08 		N:3
Aponte         		Mean: 225.7 		Best: 900.12 		N:4

########## REPORT GEN: 98 ##########
SPECIES: 
Campbell       		Mean: 114.27 		Best: 942.42 		N:8
Grady          		Mean: 76.39 		Best: 942.42 		N:12
Bench          		Mean: 230.32 		Best: 942.42 		N:4
Jackson        		Mean: 100.73 		Best: 942.42 		N:9
Wickliff       		Mean: 129.64 		Best: 942.42 		N:7
Spann          		Mean: 305.49 		Best: 942.42 		N:3
Nichols        		Mean: 101.32 		Best: 942.42 		N:9
Rittenhouse    		Mean: 227.46 		Best: 935.31 		N:4
Peveler        		Mean: 112.91 		Best: 914.81 		N:8
Harvey         		Mean: 225.39 		Best: 905.67 		N:4
Young          		Mean: 128.67 		Best: 900.8 		N:7
Minor          		Mean: 81.89 		Best: 900.35 		N:11
Wallace        		Mean: 180.13 		Best: 900.29 		N:5
Johnson        		Mean: 100.09 		Best: 900.24 		N:9
Estes          		Mean: 450.09 		Best: 900.12 		N:2
Hansen         		Mean: 150.11 		Best: 900.11 		N:6
Rudd           		Mean: 180.09 		Best: 900.09 		N:5
Aponte         		Mean: 300.53 		Best: 900.12 		N:3
Santiago       		Mean: 90.19 		Best: 900.4 		N:10

########## REPORT GEN: 99 ##########
SPECIES: 
Campbell       		Mean: 230.68 		Best: 942.42 		N:4
Jackson        		Mean: 228.35 		Best: 942.42 		N:4
Wickliff       		Mean: 64.77 		Best: 942.42 		N:14
Spann          		Mean: 69.85 		Best: 942.42 		N:13
Aponte         		Mean: 100.87 		Best: 942.42 		N:9
Santiago       		Mean: 130.74 		Best: 942.42 		N:7
Arnold         		Mean: 151.44 		Best: 935.31 		N:6
Bench          		Mean: 302.82 		Best: 923.6 		N:3
Rittenhouse    		Mean: 226.09 		Best: 905.67 		N:4
Rudd           		Mean: 225.19 		Best: 900.8 		N:4
Harvey         		Mean: 112.66 		Best: 900.35 		N:8
Grady          		Mean: 450.96 		Best: 900.35 		N:2
Peveler        		Mean: 451.29 		Best: 900.35 		N:2
Young          		Mean: 150.13 		Best: 900.29 		N:6
Johnson        		Mean: 112.58 		Best: 900.11 		N:8
Hansen         		Mean: 300.13 		Best: 900.11 		N:3
Wallace        		Mean: 100.07 		Best: 900.12 		N:9
Minor          		Mean: 451.15 		Best: 900.06 		N:2
Nichols        		Mean: 150.43 		Best: 900.35 		N:6

########## REPORT GEN: 100 ##########
SPECIES: 
Wickliff       		Mean: 91.25 		Best: 942.42 		N:10
Bench          		Mean: 181.89 		Best: 942.42 		N:5
Harvey         		Mean: 230.7 		Best: 942.42 		N:4
Peveler        		Mean: 183.96 		Best: 942.42 		N:5
Young          		Mean: 151.45 		Best: 942.42 		N:6
Wallace        		Mean: 305.51 		Best: 942.42 		N:3
Nichols        		Mean: 64.7 		Best: 935.31 		N:14
Jackson        		Mean: 129.43 		Best: 923.6 		N:7
Rittenhouse    		Mean: 456.18 		Best: 923.6 		N:2
Campbell       		Mean: 56.49 		Best: 902.47 		N:16
Johnson        		Mean: 75.06 		Best: 900.8 		N:12
Santiago       		Mean: 450.14 		Best: 900.6 		N:2
Arnold         		Mean: 129.11 		Best: 900.53 		N:7
Minor          		Mean: 300.56 		Best: 900.35 		N:3
Hansen         		Mean: 225.14 		Best: 900.11 		N:4
Rudd           		Mean: 300.22 		Best: 900.07 		N:3
Spann          		Mean: 128.89 		Best: 903.08 		N:7

########## REPORT GEN: 101 ##########
SPECIES: 
Harvey         		Mean: 100.91 		Best: 942.42 		N:9
Nichols        		Mean: 461.82 		Best: 942.42 		N:2
Grady          		Mean: 75.82 		Best: 942.42 		N:12
Santiago       		Mean: 115.07 		Best: 942.42 		N:8
Estes          		Mean: 184.69 		Best: 942.42 		N:5
Spann          		Mean: 90.79 		Best: 942.42 		N:10
Rittenhouse    		Mean: 300.78 		Best: 905.67 		N:3
Hansen         		Mean: 128.68 		Best: 901.22 		N:7
Jackson        		Mean: 225.53 		Best: 900.83 		N:4
Rudd           		Mean: 81.89 		Best: 900.8 		N:11
Peveler        		Mean: 450.25 		Best: 900.67 		N:2
Minor          		Mean: 450.93 		Best: 900.35 		N:2
Campbell       		Mean: 450.17 		Best: 900.12 		N:2
Young          		Mean: 180.12 		Best: 900.11 		N:5
Wallace        		Mean: 129.04 		Best: 900.71 		N:7
Johnson        		Mean: 225.08 		Best: 900.11 		N:4
Bench          		Mean: 449.97 		Best: 899.63 		N:2

########## REPORT GEN: 102 ##########
SPECIES: 
Nichols        		Mean: 151.69 		Best: 942.42 		N:6
Rittenhouse    		Mean: 100.81 		Best: 942.42 		N:9
Rudd           		Mean: 182.05 		Best: 942.42 		N:5
Minor          		Mean: 461.87 		Best: 942.42 		N:2
Bench          		Mean: 114.94 		Best: 942.42 		N:8
Wickliff       		Mean: 228.63 		Best: 942.42 		N:4
Arnold         		Mean: 64.73 		Best: 923.6 		N:14
Jackson        		Mean: 227.01 		Best: 923.6 		N:4
Young          		Mean: 450.54 		Best: 901.22 		N:2
Johnson        		Mean: 128.68 		Best: 900.8 		N:7
Harvey         		Mean: 150.07 		Best: 900.67 		N:6
Wallace        		Mean: 300.65 		Best: 900.35 		N:3
Grady          		Mean: 450.9 		Best: 900.12 		N:2
Aponte         		Mean: 450.11 		Best: 900.12 		N:2
Hansen         		Mean: 450.35 		Best: 900.11 		N:2
Campbell       		Mean: 300.18 		Best: 900.11 		N:3
Spann          		Mean: 299.85 		Best: 899.34 		N:3

########## REPORT GEN: 103 ##########
SPECIES: 
Rittenhouse    		Mean: 114.3 		Best: 942.42 		N:8
Bench          		Mean: 101.14 		Best: 942.42 		N:9
Jackson        		Mean: 305.93 		Best: 942.42 		N:3
Johnson        		Mean: 305.45 		Best: 942.42 		N:3
Grady          		Mean: 151.69 		Best: 942.42 		N:6
Santiago       		Mean: 129.62 		Best: 942.42 		N:7
Wickliff       		Mean: 181.29 		Best: 923.6 		N:5
Peveler        		Mean: 129.58 		Best: 923.6 		N:7
Nichols        		Mean: 452.09 		Best: 908.77 		N:2
Spann          		Mean: 150.17 		Best: 904.74 		N:6
Hansen         		Mean: 112.63 		Best: 901.46 		N:8
Harvey         		Mean: 225.57 		Best: 900.83 		N:4
Aponte         		Mean: 451.02 		Best: 900.35 		N:2
Minor          		Mean: 300.06 		Best: 900.14 		N:3
Young          		Mean: 300.22 		Best: 900.11 		N:3
Campbell       		Mean: 180.12 		Best: 900.12 		N:5
Wallace        		Mean: 225.6 		Best: 901.47 		N:4
Rudd           		Mean: 180.13 		Best: 900.12 		N:5

########## REPORT GEN: 104 ##########
SPECIES: 
Jackson        		Mean: 183.03 		Best: 942.42 		N:5
Santiago       		Mean: 182.9 		Best: 942.42 		N:5
Wickliff       		Mean: 114.86 		Best: 942.42 		N:8
Peveler        		Mean: 182.55 		Best: 942.42 		N:5
Nichols        		Mean: 182.17 		Best: 942.42 		N:5
Campbell       		Mean: 113.35 		Best: 942.42 		N:8
Wallace        		Mean: 90.75 		Best: 942.42 		N:10
Harvey         		Mean: 303.53 		Best: 923.6 		N:3
Spann          		Mean: 150.54 		Best: 908.77 		N:6
Rittenhouse    		Mean: 180.38 		Best: 905.67 		N:5
Johnson        		Mean: 53.16 		Best: 901.46 		N:17
Minor          		Mean: 150.22 		Best: 900.35 		N:6
Grady          		Mean: 128.8 		Best: 903.04 		N:7
Aponte         		Mean: 150.07 		Best: 900.14 		N:6
Young          		Mean: 150.12 		Best: 900.11 		N:6
Hansen         		Mean: 225.17 		Best: 900.11 		N:4
Rudd           		Mean: 100.09 		Best: 900.12 		N:9
Bench          		Mean: 299.85 		Best: 899.37 		N:3

########## REPORT GEN: 105 ##########
SPECIES: 
Wickliff       		Mean: 130.62 		Best: 942.42 		N:7
Harvey         		Mean: 152.05 		Best: 942.42 		N:6
Rittenhouse    		Mean: 91.12 		Best: 942.42 		N:10
Johnson        		Mean: 69.83 		Best: 942.42 		N:13
Grady          		Mean: 100.73 		Best: 942.42 		N:9
Rudd           		Mean: 82.28 		Best: 942.42 		N:11
Jackson        		Mean: 90.31 		Best: 928.29 		N:10
Campbell       		Mean: 129.22 		Best: 923.55 		N:7
Wallace        		Mean: 129.05 		Best: 919.68 		N:7
Santiago       		Mean: 64.57 		Best: 908.77 		N:14
Nichols        		Mean: 64.43 		Best: 905.67 		N:14
Spann          		Mean: 112.75 		Best: 905.67 		N:8
Peveler        		Mean: 150.27 		Best: 904.08 		N:6
Bench          		Mean: 180.2 		Best: 902.15 		N:5
Minor          		Mean: 150.4 		Best: 900.83 		N:6
Aponte         		Mean: 128.74 		Best: 900.35 		N:7
Young          		Mean: 112.61 		Best: 900.12 		N:8
Hansen         		Mean: 180.15 		Best: 900.11 		N:5

########## REPORT GEN: 106 ##########
SPECIES: 
Harvey         		Mean: 75.4 		Best: 942.42 		N:12
Johnson        		Mean: 100.92 		Best: 942.42 		N:9
Jackson        		Mean: 113.43 		Best: 942.42 		N:8
Bench          		Mean: 65.05 		Best: 942.42 		N:14
Grady          		Mean: 53.24 		Best: 937.6 		N:17
Peveler        		Mean: 64.85 		Best: 936.35 		N:14
Hansen         		Mean: 60.16 		Best: 923.55 		N:15
Wickliff       		Mean: 90.33 		Best: 920.22 		N:10
Spann          		Mean: 180.55 		Best: 913.51 		N:5
Nichols        		Mean: 50.15 		Best: 905.67 		N:18
Rittenhouse    		Mean: 129.01 		Best: 904.08 		N:7
Minor          		Mean: 100.35 		Best: 902.11 		N:9
Rudd           		Mean: 150.15 		Best: 901.46 		N:6
Wallace        		Mean: 180.4 		Best: 900.87 		N:5
Aponte         		Mean: 180.3 		Best: 900.35 		N:5
Campbell       		Mean: 112.58 		Best: 900.11 		N:8
Young          		Mean: 90.06 		Best: 900.11 		N:10
Santiago       		Mean: 225.01 		Best: 899.67 		N:4

########## REPORT GEN: 107 ##########
SPECIES: 
Harvey         		Mean: 90.5 		Best: 942.42 		N:10
Johnson        		Mean: 91.09 		Best: 942.42 		N:10
Wickliff       		Mean: 101.22 		Best: 942.42 		N:9
Spann          		Mean: 64.54 		Best: 942.42 		N:14
Grady          		Mean: 56.51 		Best: 937.6 		N:16
Rudd           		Mean: 82.26 		Best: 923.55 		N:11
Bench          		Mean: 112.86 		Best: 920.22 		N:8
Nichols        		Mean: 129.44 		Best: 920.22 		N:7
Santiago       		Mean: 226.28 		Best: 918.92 		N:4
Wallace        		Mean: 69.53 		Best: 913.51 		N:13
Jackson        		Mean: 150.16 		Best: 902.11 		N:6
Minor          		Mean: 150.39 		Best: 900.87 		N:6
Aponte         		Mean: 128.62 		Best: 900.14 		N:7
Hansen         		Mean: 75.05 		Best: 900.12 		N:12
Young          		Mean: 112.6 		Best: 900.18 		N:8
Rittenhouse    		Mean: 100.11 		Best: 900.1 		N:9
Campbell       		Mean: 128.68 		Best: 900.11 		N:7
Peveler        		Mean: 149.93 		Best: 899.52 		N:6

########## REPORT GEN: 108 ##########
SPECIES: 
Grady          		Mean: 113.47 		Best: 942.42 		N:8
Wallace        		Mean: 83.04 		Best: 942.42 		N:11
Minor          		Mean: 90.54 		Best: 942.42 		N:10
Peveler        		Mean: 152.35 		Best: 942.42 		N:6
Jackson        		Mean: 90.66 		Best: 937.6 		N:10
Nichols        		Mean: 64.54 		Best: 928.48 		N:14
Campbell       		Mean: 75.22 		Best: 923.55 		N:12
Bench          		Mean: 180.9 		Best: 918.92 		N:5
Spann          		Mean: 112.71 		Best: 913.54 		N:8
Harvey         		Mean: 75.06 		Best: 904.74 		N:12
Rudd           		Mean: 75.08 		Best: 901.69 		N:12
Wickliff       		Mean: 81.92 		Best: 900.96 		N:11
Rittenhouse    		Mean: 69.34 		Best: 900.87 		N:13
Johnson        		Mean: 128.59 		Best: 900.37 		N:7
Hansen         		Mean: 180.1 		Best: 900.18 		N:5
Young          		Mean: 100.08 		Best: 900.1 		N:9
Aponte         		Mean: 64.33 		Best: 900.1 		N:14
Santiago       		Mean: 99.98 		Best: 899.47 		N:9

########## REPORT GEN: 109 ##########
SPECIES: 
Wallace        		Mean: 69.74 		Best: 942.42 		N:13
Nichols        		Mean: 90.75 		Best: 942.42 		N:10
Spann          		Mean: 82.4 		Best: 942.42 		N:11
Harvey         		Mean: 64.94 		Best: 942.42 		N:14
Peveler        		Mean: 113.01 		Best: 928.26 		N:8
Campbell       		Mean: 112.99 		Best: 923.55 		N:8
Wickliff       		Mean: 64.39 		Best: 913.54 		N:14
Grady          		Mean: 150.23 		Best: 900.87 		N:6
Santiago       		Mean: 64.36 		Best: 902.96 		N:14
Aponte         		Mean: 150.07 		Best: 900.86 		N:6
Bench          		Mean: 225.08 		Best: 900.68 		N:4
Rudd           		Mean: 81.9 		Best: 900.18 		N:11
Hansen         		Mean: 90.09 		Best: 900.34 		N:10
Young          		Mean: 128.67 		Best: 900.12 		N:7
Rittenhouse    		Mean: 180.04 		Best: 900.1 		N:5
Minor          		Mean: 100.16 		Best: 900.08 		N:9
Johnson        		Mean: 81.82 		Best: 899.83 		N:11
Jackson        		Mean: 89.96 		Best: 899.52 		N:10

########## REPORT GEN: 110 ##########
SPECIES: 
Spann          		Mean: 100.65 		Best: 942.42 		N:9
Peveler        		Mean: 91.01 		Best: 942.42 		N:10
Bench          		Mean: 129.54 		Best: 942.42 		N:7
Rittenhouse    		Mean: 75.43 		Best: 942.42 		N:12
Jackson        		Mean: 113.54 		Best: 942.42 		N:8
Santiago       		Mean: 150.83 		Best: 928.26 		N:6
Johnson        		Mean: 90.37 		Best: 928.26 		N:10
Wickliff       		Mean: 181.71 		Best: 923.77 		N:5
Rudd           		Mean: 129.19 		Best: 923.55 		N:7
Wallace        		Mean: 75.26 		Best: 923.4 		N:12
Nichols        		Mean: 100.21 		Best: 913.54 		N:9
Hansen         		Mean: 69.31 		Best: 901.69 		N:13
Grady          		Mean: 128.75 		Best: 900.87 		N:7
Aponte         		Mean: 90.17 		Best: 900.87 		N:10
Harvey         		Mean: 180.07 		Best: 900.68 		N:5
Young          		Mean: 64.35 		Best: 900.18 		N:14
Campbell       		Mean: 128.69 		Best: 900.12 		N:7
Minor          		Mean: 56.41 		Best: 900.1 		N:16

########## REPORT GEN: 111 ##########
SPECIES: 
Peveler        		Mean: 101.23 		Best: 942.42 		N:9
Bench          		Mean: 69.88 		Best: 942.42 		N:13
Johnson        		Mean: 152.64 		Best: 942.42 		N:6
Nichols        		Mean: 82.2 		Best: 942.42 		N:11
Harvey         		Mean: 53.24 		Best: 942.42 		N:17
Wallace        		Mean: 64.42 		Best: 928.26 		N:14
Spann          		Mean: 226.52 		Best: 923.77 		N:4
Rudd           		Mean: 69.45 		Best: 923.55 		N:13
Minor          		Mean: 100.31 		Best: 923.4 		N:9
Santiago       		Mean: 180.07 		Best: 901.94 		N:5
Jackson        		Mean: 75.0 		Best: 901.62 		N:12
Rittenhouse    		Mean: 112.75 		Best: 900.87 		N:8
Grady          		Mean: 64.34 		Best: 900.87 		N:14
Campbell       		Mean: 150.08 		Best: 900.18 		N:6
Young          		Mean: 75.08 		Best: 900.18 		N:12
Hansen         		Mean: 100.11 		Best: 900.18 		N:9
Aponte         		Mean: 112.69 		Best: 900.08 		N:8
Wickliff       		Mean: 112.49 		Best: 899.47 		N:8

########## REPORT GEN: 112 ##########
SPECIES: 
Bench          		Mean: 56.71 		Best: 942.42 		N:16
Johnson        		Mean: 183.06 		Best: 942.42 		N:5
Harvey         		Mean: 75.67 		Best: 942.42 		N:12
Wallace        		Mean: 90.8 		Best: 942.42 		N:10
Minor          		Mean: 113.24 		Best: 942.42 		N:8
Jackson        		Mean: 100.61 		Best: 942.42 		N:9
Santiago       		Mean: 82.0 		Best: 923.77 		N:11
Campbell       		Mean: 82.08 		Best: 923.55 		N:11
Grady          		Mean: 129.78 		Best: 923.87 		N:7
Wickliff       		Mean: 64.41 		Best: 920.47 		N:14
Spann          		Mean: 100.24 		Best: 919.71 		N:9
Nichols        		Mean: 180.21 		Best: 903.22 		N:5
Hansen         		Mean: 81.92 		Best: 901.69 		N:11
Rittenhouse    		Mean: 150.38 		Best: 900.87 		N:6
Young          		Mean: 150.11 		Best: 900.11 		N:6
Aponte         		Mean: 112.73 		Best: 900.07 		N:8
Rudd           		Mean: 112.58 		Best: 900.18 		N:8
Peveler        		Mean: 128.51 		Best: 899.52 		N:7

########## REPORT GEN: 113 ##########
SPECIES: 
Harvey         		Mean: 91.18 		Best: 942.42 		N:10
Jackson        		Mean: 90.95 		Best: 942.42 		N:10
Wickliff       		Mean: 100.79 		Best: 942.42 		N:9
Nichols        		Mean: 101.19 		Best: 942.42 		N:9
Peveler        		Mean: 151.29 		Best: 942.42 		N:6
Santiago       		Mean: 82.35 		Best: 928.26 		N:11
Spann          		Mean: 69.54 		Best: 923.87 		N:13
Rudd           		Mean: 75.23 		Best: 923.55 		N:12
Johnson        		Mean: 69.4 		Best: 923.4 		N:13
Minor          		Mean: 90.38 		Best: 923.4 		N:10
Wallace        		Mean: 150.56 		Best: 919.71 		N:6
Bench          		Mean: 112.54 		Best: 903.22 		N:8
Young          		Mean: 81.91 		Best: 901.69 		N:11
